Categoria,Subcategoria,Fato_Ou_Resposta
Recordes,Gols,"Ataque mais positivo: O Brasil detém o recorde de seleção com mais gols na história das Copas do Mundo, com 237 gols marcados até o final da Copa de 2022."
Cultura,Torcida,"O Movimento Verde e Amarelo: Torcida organizada criada em 2008 para modernizar os cânticos da seleção, que antes eram considerados muito 'frios' comparados aos argentinos."
História,Diplomacia,"O Jogo da Paz (2004): A Seleção Brasileira viajou ao Haiti em missão de paz da ONU. Os jogadores desfilaram em tanques de guerra e jogaram contra a seleção local para parar uma guerra civil momentaneamente. Ronaldinho foi tratado como uma divindade."
Recordes,Público,"O Maior do Mundo (1950): A final da Copa de 1950 (Brasil x Uruguai) registrou o maior público da história do futebol mundial: 199.854 pessoas presentes no Maracanã. Esse recorde jamais será batido devido às normas de segurança modernas."
Gerações,Apelido,"Os 4 R's (2002): Apelido dado ao setor ofensivo do Brasil na Copa de 2002, composto por Ronaldo, Rivaldo, Ronaldinho Gaúcho e Roberto Carlos (alguns incluíam Ricardinho ou Roque Júnior na brincadeira, mas o trio de ataque era o foco)."
Curiosidades,Tabu Social,"A Camisa 24: Historicamente, a Seleção evitava usar o número 24 em torneios devido a preconceitos culturais (associação ao Jogo do Bicho). Esse tabu foi quebrado recentemente em 2021/2022 para cumprir regras da CONMEBOL e FIFA de numeração sequencial."
Estatísticas,Copa América,"O Dono da Casa: O Brasil sediou a Copa América 6 vezes (1919, 1922, 1949, 1989, 2019, 2021). Foi campeão em todas, exceto em 2021, quando perdeu a final para a Argentina no Maracanã."
Rivalidade,Pelé x Maradona,"O Rei vs El Pibe: A maior discussão individual do futebol. Pelé tem 3 Copas e mais de 1000 gols. Maradona tem 1 Copa (86) e é idolatrado pela genialidade rebelde. Para os brasileiros, Pelé é inalcançável."
Cultura,Música,"Aquarela do Brasil: Embora não seja um hino de futebol, a música de Ary Barroso é a mais tocada em estádios internacionais quando o Brasil entra em campo, virando um símbolo sonoro da Seleção no exterior."
Curiosidades,Uniforme,"A Camisa do Boca Juniors: No Sul-Americano de 1937, Brasil e Chile entraram em campo ambos de branco. Por sorteio, o Brasil teve que trocar, mas não tinha reservas. O time jogou com a camisa do Boca Juniors (azul e amarela) emprestada e venceu por 6x4."
História,Inusitado,"O Jogo da Anvisa (2021): O clássico Brasil x Argentina pelas Eliminatórias em São Paulo foi interrompido aos 5 minutos por agentes da ANVISA e da Polícia Federal em campo, para deportar jogadores argentinos que violaram regras da pandemia. O jogo foi suspenso e nunca remarcado."
Recordes,Gols,"O Gol 100 em Copas: O centésimo gol do Brasil em Copas do Mundo foi marcado justamente por Pelé, de cabeça, na final de 1970 contra a Itália. Um marco poético."
Cultura,Inovação,"O Spray de Barreira: O spray usado por árbitros no mundo todo foi inventado por um brasileiro (Heine Allemagne) e popularizado no Brasileirão antes de ser adotado pela FIFA na Copa de 2014."
História,Clubes,"Brasil x Barcelona (1999): A Seleção Brasileira enfrentou o Barcelona no Camp Nou para celebrar o centenário do clube espanhol. O jogo terminou 2x2, com Ronaldo Fenômeno jogando pelo Brasil e Rivaldo pelo Barcelona (ambos eram do clube na época)."
Dramas,Pênalti,"O pesadelo de Zico (1986): Nas quartas de final contra a França, Zico (que tinha acabado de entrar) bateu um pênalti no tempo normal e o goleiro Bats defendeu. O jogo foi para a decisão por pênaltis e o Brasil foi eliminado, encerrando o sonho da geração de 80."
Estatísticas,Invencibilidade,"A série de 1993-1996: Entre a derrota para a Bolívia em 93 e a derrota para o México em 96, o Brasil ficou 45 jogos invicto (contando amistosos e oficiais), a maior sequência da história da seleção."
